SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,url,HAS_GARAGE,BATH_DESCRIPTION,FLOORING_FEATURES,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,FEES_INCLUDE,HOA_NAME,HOA_FEE_FREQ,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE
MLS Listing,,Single Family Residential,2991 Monroe St,Santa Clara,CA,95051,1250000,4.0,2.0,SANTA CLARA,1095.0,5880.0,1958.0,6.0,1142.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/2991-Monroe-St-95051/home/1576616,MLSListings,ML81943019,N,Y,37.3643139,-121.981191,"Attached Garage, Gate/Door Opener, Off-Street Parking, On Street",Dining Area in Living Room,"Hookup (Gas Dryer), In Garage, Washer/Dryer","Ceiling Fan, Window/Wall Unit","Gas, Wall Furnace",Public Utilities,1.0,5,6,8,3.0,1142.0,1379190.0,8838.0,64,Bikeable,48,Car-dependent,35,Some transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 29 restaurants, 4 parksTransit20, 21, 22, 57, 59, ACE Gray, ACE Yellow, L1, L2, L3, L6, Rapid 522","Sep 24, 2023",Listed (Active)MLSListings #ML81943019,1250000.0,https://www.redfin.com/CA/Santa-Clara/2991-Monroe-St-95051/home/1576616,2.0,"Primary (Stall Shower(s)), Shower Over Tub","Carpet, Hardwood, Vinyl/Linoleum",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),,Santa Clara,CA,95050,1699000,4.0,3.0,SANTA CLARA,2012.0,6718.0,1957.0,9.0,844.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/Harrison-St-95050/home/1075506,MLSListings,ML81942788,N,Y,37.34949,-121.953971,"Carport, Off-Street Parking",,,Window/Wall Unit,Wall Furnace,"Individual Electric Meters, Individual Gas Meters, Public Utilities",1.0,5,5,7,2.0,844.0,1698780.0,12013.0,78,Very bikeable,83,Very walkable,49,Some transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 26 restaurants, 2 parksTransit21, 22, 53, 59, 60, ACE, ACETrain, BusBridge Caltrain (MPK-SCL)), CC, L1, L2, L4, L5, L6, Rapid 522","Sep 21, 2023",Listed (Active)MLSListings #ML81942788,1699000.0,https://www.redfin.com/CA/Santa-Clara/Harrison-St-95050/home/1075506,,,"Laminate, Vinyl/Linoleum",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,3001 Kaiser Dr Unit D,Santa Clara,CA,95051,949000,3.0,2.5,SANTA CLARA,1420.0,,1971.0,9.0,668.0,634.0,Active,October-1-2023 02:00 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Santa-Clara/3001-Kaiser-Dr-95051/unit-D/home/1082894,MLSListings,ML81942778,N,Y,37.3420956,-121.9811466,"Carport, Unassigned Spaces","Dining Area in Living Room, Eat in Kitchen","Inside, Washer/Dryer",,"Electric, Radiant",Public Utilities,2.0,7,6,7,2.5,668.0,1030096.0,7344.0,62,Bikeable,54,Somewhat walkable,40,Some transit,Minimal,Minimal,Major,Minimal,"Places1 grocery, 18 restaurants, 7 parksTransit21, 22, 23, 53, 57, 59, Rapid 522, Rapid 523","Sep 21, 2023",Listed (Active)MLSListings #ML81942778,949000.0,https://www.redfin.com/CA/Santa-Clara/3001-Kaiser-Dr-95051/unit-D/home/1082894,,,,"Feb 23, 2004",Listing RemovedMLSListings #ML80371485,NA,"Jan 12, 2004",ListedMLSListings #ML80371485,345980.0,,,,,,,"Garbage, Gas, Hot Water, Insurance (Hazard), Maintenance (Common Area), Pools, Spa, or Tennis, Reserves, Water",Woodsborough Home Association,Monthly,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),1232 Normandy Way,Santa Clara,CA,95050,1498000,4.0,2.0,SANTA CLARA,1857.0,6964.0,1959.0,9.0,807.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/1232-Normandy-Way-95050/home/1011482,MLSListings,ML81942776,N,Y,37.3382215,-121.9420226,"Carport, Covered Parking, On Street",,Hookups Only,,Central Forced Air,Public Utilities,1.0,6,5,7,2.5,807.0,1495352.0,10592.0,80,Very bikeable,71,Very walkable,40,Some transit,Major,Minimal,Major,Minimal,"Places3 groceries, 22 restaurants, 3 parksTransit21, 22, 23, 53, 59, 60, 61, ACE, ACETrain, BusBridge Caltrain (MPK-SCL)), CC, L1, L2, L4, L5, L6, Rapid 522, Rapid 523","Sep 21, 2023",Listed (Active)MLSListings #ML81942776,1498000.0,https://www.redfin.com/CA/Santa-Clara/1232-Normandy-Way-95050/home/1011482,,,"Carpet, Hardwood, Vinyl/Linoleum",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),3271-3273 Rustic Dr,Santa Clara,CA,95051,1598750,4.0,2.0,SANTA CLARA,1762.0,9111.0,1960.0,9.0,907.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/3271-Rustic-Dr-95051/home/1594074,MLSListings,ML81939658,N,Y,37.34276,-121.986534,"Attached Garage, On Street, Room for Oversized Vehicle",,,Ceiling Fan,Central Forced Air,Public Utilities,1.0,7,6,7,2.5,907.0,1580315.0,11304.0,61,Bikeable,44,Car-dependent,37,Some transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 21 restaurants, 4 parksTransit21, 22, 23, 53, 57, 59, Express 101, Rapid 522, Rapid 523","Sep 29, 2023",Relisted (Active)MLSListings #ML81939658,NA,https://www.redfin.com/CA/Santa-Clara/3271-Rustic-Dr-95051/home/1594074,2.0,,Laminate,"Sep 1, 2023",Pending (Pending (Do Not Show))MLSListings #ML81939658,NA,"Aug 24, 2023",Listed (Active)MLSListings #ML81939658,1598750.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2462 Scanlan Pl,Santa Clara,CA,95050,1699000,3.0,2.0,SANTA CLARA,2104.0,5855.0,1956.0,9.0,808.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/2462-Scanlan-Pl-95050/home/1060088,MLSListings,ML81942713,N,Y,37.3380793,-121.9666628,Attached Garage,Dining Area in Living Room,In Garage,Window/Wall Unit,"Radiant, Solar","Public Utilities, Solar Panels - Owned",2.0,5,5,7,2.5,808.0,1712831.0,12013.0,78,Very bikeable,51,Somewhat walkable,33,Some transit,Severe,Minimal,Major,Minimal,"Places4 groceries, 17 restaurants, 10 parksTransit21, 22, 23, 53, 57, 59, 60, Rapid 522, Rapid 523","Sep 21, 2023",Listed (Active)MLSListings #ML81942713,1699000.0,https://www.redfin.com/CA/Santa-Clara/2462-Scanlan-Pl-95050/home/1060088,2.0,"Primary (Stall Shower(s)), Stall Shower","Carpet, Hardwood",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,4681 Albany Cir #132,San Jose,CA,95129,588000,1.0,1.0,SAN JOSE,813.0,,1982.0,9.0,723.0,558.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/4681-Albany-Cir-95129/unit-132/home/1464930,MLSListings,ML81942709,N,Y,37.3216877,-121.9856113,"Common Parking Area, Covered Parking, Gate/Door Opener, Guest/Visitor Parking",Dining Area in Living Room,"Inside, Washer/Dryer",Central Forced Air,Central Forced Air,Public Utilities,1.0,9,8,9,2.5,723.0,590547.0,4716.0,63,Bikeable,73,Very walkable,41,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 28 restaurants, 2 parksTransit23, 25, 53, 57, 59, Express 101, Rapid 523","Sep 21, 2023",Listed (Active)MLSListings #ML81942709,588000.0,https://www.redfin.com/CA/San-Jose/4681-Albany-Cir-95129/unit-132/home/1464930,1.0,"Shower Over Tub, Solid Surface",Carpet,"Apr 28, 1999",Listing RemovedMLSListings #ML89911947,NA,"Mar 23, 1999",ListedMLSListings #ML89911947,144888.0,,,,,,,"Common Area Electricity, Exterior Painting, Fencing, Garbage, Pools, Spa, or Tennis, Roof, Water",The Plaza Homeowners Association,Monthly,,,,,,,,,
MLS Listing,,Condo/Co-op,1883 Agnew Rd #439,Santa Clara,CA,95054,869999,2.0,2.0,,1070.0,435.0,2006.0,9.0,813.0,441.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/1883-Agnew-Rd-95054/unit-439/home/12179365,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039191,N,Y,37.3957556,-121.9582914,,,,Central Air,Forced Air,,,NA,NA,7,2.5,813.0,882052.0,6592.0,74,Very bikeable,58,Somewhat walkable,36,Some transit,NA,NA,NA,NA,"Places2 groceries, 25 restaurants, 7 parksTransit20, 200, 57, 59, ACE, ACE Brown, ACE Gray, ACE Green, ACE Orange, ACE Purple, ACE Red, ACE Violet, ACE Yellow, ACETrain, BB (Oct23), BB (Sep23), Blue (Civc-Bayp), Blue Line, Blue Line (Blos-Trsa), Blue Line Modified, Blue Line Special, Blue-Event, Blue-North Portion, BlueBB (9/1/23-9/14/23), BlueN, BusBridge (5/22-6/4), BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), BusBridge (Bypt-Civc), BusBridge (Bypt-Foak), CC, Event Blue, Event Green, Event Orange, Event Special, Event-Blue, Event-Green, Event-Orange, Event-Special, Express 121, Green (Civc-OldI), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, GreenN, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Santa Teresa, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event","Sep 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039191",869999.0,https://www.redfin.com/CA/Santa-Clara/1883-Agnew-Rd-95054/unit-439/home/12179365,2.0,,"Tile, Carpet",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,151 Buckingham Dr #236,Santa Clara,CA,95051,580000,1.0,1.0,SANTA CLARA,862.0,,1969.0,10.0,673.0,445.0,Active,,,https://www.redfin.com/CA/Santa-Clara/151-Buckingham-Dr-95051/unit-236/home/744794,MLSListings,ML81942596,N,Y,37.3263578,-121.9711275,Covered Parking,"Dining ""L"", Dining Area in Living Room",Community Facility,,Forced Air,"Propane On Site, Public Utilities",1.0,6,NA,6,2.5,673.0,585262.0,4546.0,80,Very bikeable,78,Very walkable,45,Some transit,NA,NA,NA,NA,"Places6 groceries, 30 restaurants, 2 parksTransit23, 25, 53, 57, 59, 60, Rapid 523","Sep 20, 2023",Listed (Active)MLSListings #ML81942596,580000.0,https://www.redfin.com/CA/Santa-Clara/151-Buckingham-Dr-95051/unit-236/home/744794,,"Double Sinks, Shower and Tub, Updated Bath(s)","Laminate, Tile","Jan 10, 2017",Pending (Pending (Do Not Show))MLSListings #ML81629896,NA,"Oct 26, 2016",Listed (Active)MLSListings #ML81629896,439000.0,,,,,,,"Common Area Electricity, Common Area Gas, Decks, Exterior Painting, Fencing, Garbage, Gas, Hot Water, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Management Fee, Pools, Spa, or Tennis, Reserves, Roof, Sewer, Water",Vista Del Lago,Monthly,,,,,,,,,
MLS Listing,,Condo/Co-op,2625 Keystone Ave #206,Santa Clara,CA,95051,695000,2.0,1.5,SANTA CLARA,1065.0,,1978.0,10.0,653.0,586.0,Active,,,https://www.redfin.com/CA/Santa-Clara/2625-Keystone-Ave-95051/unit-206/home/1182201,MLSListings,ML81942054,N,Y,37.3255108,-121.9697285,"Assigned Spaces, Covered Parking, Off-Street Parking","Dining ""L""","Inside, Washer/Dryer",,Electric,Public Utilities,1.0,6,NA,6,2.0,653.0,706695.0,5500.0,81,Very bikeable,80,Very walkable,44,Some transit,Moderate,Minimal,Major,Minimal,"Places6 groceries, 30 restaurants, 1 parkTransit23, 25, 53, 57, 59, 60, Rapid 523","Sep 20, 2023",Listed (Active)MLSListings #ML81942054,695000.0,https://www.redfin.com/CA/Santa-Clara/2625-Keystone-Ave-95051/unit-206/home/1182201,,"Granite, Shower Over Tub",,,,,,,,,,,,,,"Common Area Electricity, Common Area Gas, Garbage, Water",Keystone Greens HOA,Monthly,,,,,,,,,
MLS Listing,,Condo/Co-op,3901 Lick Mill Blvd #112,Santa Clara,CA,95054,725000,1.0,1.0,,900.0,900.0,2005.0,11.0,806.0,414.0,Active,,,https://www.redfin.com/CA/Santa-Clara/3901-Lick-Mill-Blvd-95054/unit-112/home/12177773,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039478,N,Y,37.3962174,-121.9428996,,,,Central Air,"Electric, Forced Air","Sewer Connected, Cable Available, Natural Gas Available, Individual Gas Meter",,6,5,7,2.5,806.0,757529.0,5540.0,82,Very bikeable,71,Very walkable,43,Some transit,NA,NA,NA,NA,"Places2 groceries, 29 restaurants, 5 parksTransit20, 200, 59, ACE Brown, ACE Purple, ACE Violet, ACE Yellow, BB (Oct23), BB (Sep23), Blue (Civc-Bayp), Blue Line, Blue Line (Blos-Trsa), Blue Line Modified, Blue Line Special, Blue-Event, Blue-North Portion, Blue-South Portion, BlueBB (9/1/23-9/14/23), BlueN, BlueS, BusBridge (5/22-6/4), BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), BusBridge (Bypt-Civc), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Blue, Event-Green, Event-Orange, Event-Special, Green (Civc-OldI), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, Green-South Portion, GreenN, GreenS, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Santa Teresa, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, OrangeE, Special Event","Sep 29, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41039478",725000.0,https://www.redfin.com/CA/Santa-Clara/3901-Lick-Mill-Blvd-95054/unit-112/home/12177773,,,"Laminate, Vinyl","Sep 19, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039478",750000.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),632-634 Harvard Ave,Santa Clara,CA,95051,2100000,5.0,3.0,SANTA CLARA,2202.0,10404.0,1966.0,11.0,954.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/632-Harvard-Ave-95051/home/1117494,MLSListings,ML81942425,N,Y,37.33352,-121.995156,"Attached Garage, Carport, On Street",,,"Ceiling Fan, Other (See Remarks)","Electric, Fireplace","Individual Electric Meters, Individual Gas Meters",1.0,9,5,7,2.5,954.0,2094774.0,14848.0,72,Very bikeable,69,Somewhat walkable,32,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 23 restaurants, 3 parksTransit22, 23, 25, 53, 56, 57, Express 101, Rapid 522, Rapid 523","Sep 19, 2023",Listed (Active)MLSListings #ML81942425,2100000.0,https://www.redfin.com/CA/Santa-Clara/632-Harvard-Ave-95051/home/1117494,2.0,,Laminate,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),2187 Pasetta Dr,Santa Clara,CA,95050,1849888,8.0,4.0,SANTA CLARA,2992.0,6600.0,1962.0,15.0,618.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/2187-Pasetta-Dr-95050/home/1491523,MLSListings,ML81942175,N,Y,37.3643155,-121.9623528,Carport,,Washer/Dryer,Other (See Remarks),Electric,Public Utilities,2.0,6,6,8,2.5,618.0,,13080.0,70,Very bikeable,40,Car-dependent,34,Some transit,Severe,Minimal,Major,Minimal,"Places8 groceries, 18 restaurants, 6 parksTransit20, 21, 22, 53, 57, 59, 60, ACE Yellow, Rapid 522","Sep 15, 2023",Listed (Active)MLSListings #ML81942175,1849888.0,https://www.redfin.com/CA/Santa-Clara/2187-Pasetta-Dr-95050/home/1491523,,,"Hardwood, Tile, Other (See Remarks)","Jun 8, 2020",Pending (Pending (Do Not Show))MLSListings #ML81782134,NA,"Jun 4, 2020",ContingentMLSListings #ML81782134,NA,"Mar 16, 2020",Relisted (Active)MLSListings #ML81782134,NA,"Feb 16, 2020",ContingentMLSListings #ML81782134,NA,,,,"Feb 10, 2020",Listed (Active)MLSListings #ML81782134,1700000.0,,,,,,
MLS Listing,,Single Family Residential,761 San Miguel Ave,Santa Clara,CA,95050,1788000,4.0,2.5,SANTA CLARA,1954.0,6510.0,1954.0,16.0,915.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/761-San-Miguel-Ave-95050/home/1357541,MLSListings,ML81941970,N,Y,37.3406898,-121.965041,"Detached, On Street, Room for Oversized Vehicle","Dining Area in Living Room, Eat in Kitchen",In Utility Room,"Ceiling Fan, Central Forced Air",Forced Air,Public Utilities,1.0,5,5,7,2.5,915.0,1797663.0,12642.0,84,Very bikeable,73,Very walkable,38,Some transit,Severe,Minimal,Major,Minimal,"Places4 groceries, 14 restaurants, 6 parksTransit21, 22, 23, 53, 57, 59, 60, Rapid 522, Rapid 523","Sep 27, 2023",Price ChangedMLSListings #ML81941970,1788000.0,https://www.redfin.com/CA/Santa-Clara/761-San-Miguel-Ave-95050/home/1357541,2.0,,,"Sep 14, 2023",Listed (Active)MLSListings #ML81941970,1875500.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,2380 Homestead Rd #1201,Santa Clara,CA,95050,798000,2.0,1.5,SANTA CLARA,1020.0,,2007.0,17.0,782.0,529.0,Active,October-1-2023 02:00 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Santa-Clara/2380-Homestead-Rd-95050/unit-1201/home/12181526,MLSListings,ML81941720,N,Y,37.341382,-121.966099,"Assigned Spaces, Carport",Dining Area,,"Ceiling Fan, Window/Wall Unit","Electric, Individual Room Controls","Individual Electric Meters, Public Utilities",1.0,5,5,7,2.5,782.0,797520.0,6171.0,83,Very bikeable,72,Very walkable,37,Some transit,Major,Minimal,Major,Minimal,"Places4 groceries, 16 restaurants, 5 parksTransit21, 22, 23, 53, 57, 59, 60, Rapid 522, Rapid 523","Sep 13, 2023",Listed (Active)MLSListings #ML81941720,798000.0,https://www.redfin.com/CA/Santa-Clara/2380-Homestead-Rd-95050/unit-1201/home/12181526,1.0,,,,,,,,,,,,,,,"Garbage, Insurance (Common Area), Maintenance (Common Area), Roof, Water/Sewer",2380 Homestead,,,,,,,,,,
MLS Listing,,Townhouse,2323 Villa Pl,Santa Clara,CA,95054,1188000,3.0,2.5,SANTA CLARA,1526.0,1480.0,1990.0,17.0,779.0,250.0,Active,,,https://www.redfin.com/CA/Santa-Clara/2323-Villa-Pl-95054/home/762763,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038607,N,Y,37.40076,-121.966374,,,,Central Air,Forced Air,,,6,5,7,2.5,779.0,1250044.0,8650.0,72,Very bikeable,42,Car-dependent,48,Some transit,Major,Minimal,Major,Minimal,"Places0 groceries, 24 restaurants, 5 parksTransit20, 200, 55, 57, 59, ACE, ACE Brown, ACE Gray, ACE Green, ACE Orange, ACE Purple, ACE Red, ACE Violet, ACE Yellow, ACETrain, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), BusBridge (Bypt-Foak), CC, Event Blue, Event Green, Event Orange, Event Special, Event-Blue, Event-Green, Event-Orange, Event-Special, Express 121, Green (Civc-OldI), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, GreenN, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Santa Teresa, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event","Sep 13, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038607",1188000.0,https://www.redfin.com/CA/Santa-Clara/2323-Villa-Pl-95054/home/762763,2.0,,"Hardwood, Tile","Dec 19, 2003",Listing RemovedMLSListings #ML80362195,NA,"Nov 11, 2003",ListedMLSListings #ML80362195,429950.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,334 Santana Row #325,San Jose,CA,95128,1300000,2.0,1.5,SAN JOSE,1099.0,,2002.0,21.0,1183.0,776.0,Active,,,https://www.redfin.com/CA/San-Jose/334-Santana-Row-95128/unit-325/home/17293121,MLSListings,ML81941407,N,Y,37.3222527,-121.947416,Assigned Spaces,"Dining Area in Living Room, No Formal Dining Room",Washer/Dryer,Central Forced Air,Central Forced Air,"Individual Electric Meters, Individual Gas Meters",2.0,6,NA,6,2.5,1183.0,1293987.0,9968.0,81,Very bikeable,89,Very walkable,50,Good transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 46 restaurants, 1 parkTransit23, 25, 59, 60, 61, Rapid 523, SCVMC, SCVMC Shuttle","Sep 9, 2023",Listed (Active)MLSListings #ML81941407,1300000.0,https://www.redfin.com/CA/San-Jose/334-Santana-Row-95128/unit-325/home/17293121,1.0,"Double Sinks, Shower Over Tub","Carpet, Laminate","Nov 24, 2019",ListedMLSListings #ML81776366,1150000.0,,,,,,,,,,"Exterior Painting, Garbage, Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Reserves, Roof",Margo Building,Monthly,,,,,,,,,
MLS Listing,,Condo/Co-op,333 Santana Row #311,San Jose,CA,95128,1300000,2.0,1.5,SAN JOSE,1099.0,,2002.0,22.0,1183.0,767.0,Active,October-1-2023 01:30 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/San-Jose/333-Santana-Row-95128/unit-311/home/17293052,MLSListings,ML81938396,N,Y,37.3219255,-121.948418,"Gate/Door Opener, Guest/Visitor Parking, Off-Street Parking","Dining Area in Living Room, No Informal Dining Room","Dryer, Washer",Central Forced Air,Forced Air,Public Utilities,2.0,6,NA,6,2.5,1183.0,1288675.0,9959.0,81,Very bikeable,81,Very walkable,50,Good transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 50 restaurants, 1 parkTransit23, 25, 59, 60, 61, Rapid 523, SCVMC, SCVMC Shuttle","Sep 8, 2023",Listed (Active)MLSListings #ML81938396,1300000.0,https://www.redfin.com/CA/San-Jose/333-Santana-Row-95128/unit-311/home/17293052,1.0,"Shower Over Tub, Tub in Master Bedroom","Concrete, Laminate, Tile",,,,,,,,,,,,,"Hot Water, Landscaping/Gardening, Management Fee, Reserves, Roof, Sewer, Common Area Electricity, Exterior Painting, Garbage, Insurance (Common Area)",DeForest COA/PAS,Monthly,,,,,,,,,
MLS Listing,,Condo/Co-op,2913 Noyce Pl #219,Santa Clara,CA,95051,1398000,2.0,2.0,SANTA CLARA,1440.0,,2022.0,22.0,971.0,326.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/2913-Noyce-Pl-95051/unit-219/home/181215312,MLSListings,ML81941277,N,Y,37.3752857,-121.9872347,Attached Garage,Dining Area,,Central Forced Air,Central Forced Air,Public Utilities,3.0,5,6,8,2.5,971.0,1392828.0,10211.0,62,Bikeable,36,Car-dependent,37,Some transit,NA,NA,NA,NA,"Places4 groceries, 36 restaurants, 0 parksTransit20, 21, 55, 57, 59, ACE Gray, ACE Green, ACE Yellow, Express 121, L1, L2, L3, L6, School 255","Sep 8, 2023",Listed (Active)MLSListings #ML81941277,1398000.0,https://www.redfin.com/CA/Santa-Clara/2913-Noyce-Pl-95051/unit-219/home/181215312,2.0,,,,,,,,,,,,,,,"Exterior Painting, Insurance (Common Area), Insurance (Hazard), Maintenance (Exterior), Management Fee, Roof",East Lawrence Station Owners Association,Monthly,,,,,,,,,
